Linux 5.15.0-136-generic (qiang-gpu6) 	09/11/25 	_x86_64_	(10 CPU)

17:36:48      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
17:39:28            2      1360      2.57      2.05      1.67         0
17:39:29            4      1360      2.60      2.07      1.68         0
17:39:30            3      1360      2.60      2.07      1.68         0
17:39:31            2      1360      2.60      2.07      1.68         0
17:39:32           10      1363      2.60      2.07      1.68         0
17:39:33            1      1360      2.60      2.07      1.68         0
17:39:34            3      1360      3.35      2.23      1.73         0
17:39:35            6      1360      3.35      2.23      1.73         0
17:39:36            2      1360      3.35      2.23      1.73         0
17:39:37            2      1363      3.35      2.23      1.73         0
17:39:38            2      1360      3.35      2.23      1.73         0
17:39:39            3      1360      3.33      2.25      1.74         0
17:39:40            3      1360      3.33      2.25      1.74         0
17:39:41            3      1360      3.33      2.25      1.74         0
17:39:42            3      1363      3.33      2.25      1.74         0
17:39:43            2      1360      3.33      2.25      1.74         0
17:39:44            2      1360      3.14      2.23      1.73         0
17:39:45            4      1360      3.14      2.23      1.73         0
17:39:46            6      1360      3.14      2.23      1.73         0
17:39:47            5      1363      3.14      2.23      1.73         0
17:39:48            4      1360      3.14      2.23      1.73         0
17:39:49            4      1360      3.13      2.24      1.74         0
17:39:50            3      1360      3.13      2.24      1.74         0
17:39:51            8      1360      3.13      2.24      1.74         0
17:39:52            5      1363      3.13      2.24      1.74         0
17:39:53            3      1360      3.13      2.24      1.74         0
17:39:54            5      1365      3.44      2.32      1.77         0
17:39:55            2      1360      3.44      2.32      1.77         0
17:39:56            2      1360      3.44      2.32      1.77         0
17:39:57            5      1363      3.44      2.32      1.77         0
17:39:58            2      1360      3.44      2.32      1.77         0
17:39:59            3      1360      3.56      2.36      1.79         0
17:40:00            3      1374      3.56      2.36      1.79         0
17:40:01            5      1360      3.56      2.36      1.79         0
17:40:02            2      1363      3.56      2.36      1.79         0
17:40:03            3      1360      3.56      2.36      1.79         0
17:40:04            5      1360      3.36      2.34      1.78         0
17:40:05            3      1360      3.36      2.34      1.78         0
17:40:06            1      1360      3.36      2.34      1.78         0
17:40:07            2      1363      3.36      2.34      1.78         0
17:40:08            3      1360      3.36      2.34      1.78         0
17:40:09            2      1360      3.33      2.35      1.79         0
17:40:10            1      1360      3.33      2.35      1.79         0
17:40:11            3      1360      3.33      2.35      1.79         0
17:40:12            2      1363      3.33      2.35      1.79         0
17:40:13            4      1360      3.33      2.35      1.79         0
17:40:14            4      1360      3.30      2.36      1.80         0
17:40:15            3      1360      3.30      2.36      1.80         0
17:40:16            4      1363      3.30      2.36      1.80         0
17:40:17            6      1363      3.30      2.36      1.80         0
17:40:18            4      1360      3.30      2.36      1.80         0
17:40:19            6      1360      3.28      2.37      1.80         0
17:40:20            2      1360      3.28      2.37      1.80         0
17:40:21            3      1360      3.28      2.37      1.80         0
17:40:22            4      1363      3.28      2.37      1.80         0
17:40:23            8      1360      3.28      2.37      1.80         0
17:40:24           13      1368      3.26      2.39      1.81         0
17:40:25            3      1359      3.26      2.39      1.81         0
17:40:26            9      1359      3.26      2.39      1.81         0
17:40:27            3      1362      3.26      2.39      1.81         0
17:40:28            5      1359      3.26      2.39      1.81         0
17:40:29            3      1360      3.24      2.40      1.82         0
17:40:30            1      1360      3.24      2.40      1.82         0
17:40:31            3      1360      3.24      2.40      1.82         0
17:40:32            3      1363      3.24      2.40      1.82         0
17:40:33            2      1360      3.24      2.40      1.82         0
17:40:34            3      1360      3.38      2.44      1.83         0
17:40:35            5      1360      3.38      2.44      1.83         0
17:40:36            1      1360      3.38      2.44      1.83         0
17:40:37            2      1363      3.38      2.44      1.83         0
17:40:38            3      1360      3.38      2.44      1.83         0
17:40:39            3      1360      3.35      2.45      1.84         0
17:40:40            6      1360      3.35      2.45      1.84         0
17:40:41            3      1360      3.35      2.45      1.84         0
17:40:42            7      1377      3.35      2.45      1.84         0
17:40:43            4      1360      3.35      2.45      1.84         0
17:40:44            3      1360      3.32      2.46      1.85         0
17:40:45            3      1360      3.32      2.46      1.85         0
17:40:46            4      1360      3.32      2.46      1.85         0
17:40:47            3      1363      3.32      2.46      1.85         0
17:40:48            1      1360      3.32      2.46      1.85         0
17:40:49            4      1360      3.37      2.48      1.86         0
17:40:50            4      1360      3.37      2.48      1.86         0
17:40:51            2      1360      3.37      2.48      1.86         0
17:40:52            4      1363      3.37      2.48      1.86         0
17:40:53            4      1360      3.37      2.48      1.86         0
17:40:54            1      1360      3.26      2.48      1.86         0
17:40:55            3      1360      3.26      2.48      1.86         0
17:40:56            3      1360      3.26      2.48      1.86         0
17:40:57            5      1363      3.26      2.48      1.86         0
17:40:58            2      1360      3.26      2.48      1.86         0
17:40:59            4      1360      3.08      2.45      1.85         0
17:41:00            3      1360      3.08      2.45      1.85         0
17:41:01            3      1360      3.08      2.45      1.85         0
17:41:02            5      1363      3.08      2.45      1.85         0
17:41:03            3      1360      3.08      2.45      1.85         0
17:41:04            4      1360      2.99      2.44      1.86         0
17:41:05            5      1360      2.99      2.44      1.86         0
17:41:06            1      1360      2.99      2.44      1.86         0
17:41:07            3      1363      2.99      2.44      1.86         0
17:41:08            4      1360      2.99      2.44      1.86         0
17:41:09            3      1360      3.00      2.45      1.86         0
17:41:10            9      1360      3.00      2.45      1.86         0
17:41:11            8      1360      3.00      2.45      1.86         0
17:41:12            3      1363      3.00      2.45      1.86         0
17:41:13            7      1363      3.00      2.45      1.86         0
17:41:14            8      1360      3.00      2.46      1.87         0
17:41:15           13      1380      3.00      2.46      1.87         0
17:41:16            3      1361      3.00      2.46      1.87         0
17:41:17            6      1364      3.00      2.46      1.87         0
17:41:18            3      1361      3.00      2.46      1.87         0
17:41:19            3      1361      3.16      2.50      1.89         0
17:41:20            2      1361      3.16      2.50      1.89         0
17:41:21            5      1361      3.16      2.50      1.89         0
17:41:22            3      1364      3.16      2.50      1.89         0
17:41:23            6      1361      3.16      2.50      1.89         0
17:41:24            4      1361      2.98      2.48      1.88         0
17:41:25            9      1361      2.98      2.48      1.88         0
17:41:26            3      1362      2.98      2.48      1.88         0
17:41:27            3      1365      2.98      2.48      1.88         0
17:41:28            3      1362      2.98      2.48      1.88         0
17:41:29            2      1362      2.98      2.49      1.89         0
17:41:30            3      1362      2.98      2.49      1.89         0
17:41:31            1      1362      2.98      2.49      1.89         0
17:41:32            4      1365      2.98      2.49      1.89         0
17:41:33            3      1362      2.98      2.49      1.89         0
17:41:34            5      1365      2.91      2.48      1.89         0
17:41:35            3      1362      2.91      2.48      1.89         0
17:41:36            4      1362      2.91      2.48      1.89         0
17:41:37            4      1362      2.91      2.48      1.89         0
17:41:38            3      1365      2.91      2.48      1.89         0
17:41:39            3      1362      2.75      2.45      1.88         0
17:41:40            3      1362      2.75      2.45      1.88         0
17:41:41            5      1362      2.75      2.45      1.88         0
17:41:42            2      1365      2.75      2.45      1.88         0
17:41:43            4      1362      2.75      2.45      1.88         0
17:41:44            1      1362      2.85      2.48      1.89         0
17:41:45            4      1363      2.85      2.48      1.89         0
17:41:46            4      1363      2.85      2.48      1.89         0
17:41:47            7      1376      2.85      2.48      1.89         0
17:41:48            3      1363      2.85      2.48      1.89         0
17:41:49            1      1363      3.03      2.52      1.91         0
17:41:50            3      1363      3.03      2.52      1.91         0
17:41:51            2      1363      3.03      2.52      1.91         0
17:41:52            4      1366      3.03      2.52      1.91         0
17:41:53            4      1363      3.03      2.52      1.91         0
17:41:54            1      1363      3.02      2.53      1.92         0
17:41:55            3      1363      3.02      2.53      1.92         0
17:41:56            4      1363      3.02      2.53      1.92         0
17:41:57            2      1366      3.02      2.53      1.92         0
17:41:58            1      1366      3.02      2.53      1.92         0
17:41:59            3      1363      3.10      2.55      1.93         0
17:42:00            1      1363      3.10      2.55      1.93         0
17:42:01            5      1363      3.10      2.55      1.93         0
17:42:02            1      1365      3.10      2.55      1.93         0
17:42:03            5      1362      3.10      2.55      1.93         0
17:42:04            3      1362      2.93      2.53      1.92         0
17:42:05            9      1362      2.93      2.53      1.92         0
17:42:06           12      1377      2.93      2.53      1.92         0
17:42:07            3      1365      2.93      2.53      1.92         0
17:42:08            7      1362      2.93      2.53      1.92         0
17:42:09            3      1362      3.02      2.55      1.93         0
17:42:10            2      1362      3.02      2.55      1.93         0
17:42:11            2      1362      3.02      2.55      1.93         0
17:42:12            2      1365      3.02      2.55      1.93         0
17:42:13            5      1362      3.02      2.55      1.93         0
17:42:14            4      1362      2.94      2.54      1.93         0
17:42:15            3      1362      2.94      2.54      1.93         0
17:42:16            3      1362      2.94      2.54      1.93         0
17:42:17            2      1365      2.94      2.54      1.93         0
17:42:18            4      1362      2.94      2.54      1.93         0
17:42:19            2      1361      2.94      2.55      1.94         0
17:42:20            3      1361      2.94      2.55      1.94         0
17:42:21            3      1363      2.94      2.55      1.94         0
17:42:22            3      1366      2.94      2.55      1.94         0
17:42:23            3      1363      2.94      2.55      1.94         0
17:42:24            3      1363      3.03      2.58      1.95         0
17:42:25            5      1363      3.03      2.58      1.95         0
17:42:26            3      1363      3.03      2.58      1.95         0
17:42:27            5      1366      3.03      2.58      1.95         0
17:42:28            4      1363      3.03      2.58      1.95         0
17:42:29            2      1363      3.02      2.58      1.96         0
17:42:30            7      1366      3.02      2.58      1.96         0
17:42:31            6      1363      3.02      2.58      1.96         0
17:42:32            2      1366      3.02      2.58      1.96         0
17:42:33            3      1363      3.02      2.58      1.96         0
17:42:34            2      1363      3.02      2.59      1.96         0
17:42:35            3      1363      3.02      2.59      1.96         0
17:42:36            4      1363      3.02      2.59      1.96         0
17:42:37            2      1366      3.02      2.59      1.96         0
17:42:38            4      1363      3.02      2.59      1.96         0
17:42:39            2      1363      3.26      2.65      1.99         0
17:42:40            4      1363      3.26      2.65      1.99         0
17:42:41            4      1363      3.26      2.65      1.99         0
17:42:42            4      1368      3.26      2.65      1.99         0
17:42:43            6      1363      3.26      2.65      1.99         0
17:42:44            5      1363      3.32      2.67      2.00         0
17:42:45            2      1363      3.32      2.67      2.00         0
17:42:46            4      1363      3.32      2.67      2.00         0
17:42:47            4      1366      3.32      2.67      2.00         0
17:42:48            3      1363      3.32      2.67      2.00         0
17:42:49            3      1363      3.37      2.69      2.01         0
17:42:50            4      1363      3.37      2.69      2.01         0
17:42:51            3      1363      3.37      2.69      2.01         0
17:42:52            3      1366      3.37      2.69      2.01         0
17:42:53            4      1363      3.37      2.69      2.01         0
17:42:54            3      1363      3.34      2.70      2.01         0
17:42:55            3      1363      3.34      2.70      2.01         0
17:42:56            2      1363      3.34      2.70      2.01         0
17:42:57            1      1366      3.34      2.70      2.01         0
17:42:58            7      1363      3.34      2.70      2.01         0
17:42:59            2      1363      3.24      2.69      2.01         0
17:43:00            8      1363      3.24      2.69      2.01         0
17:43:01            3      1363      3.24      2.69      2.01         0
17:43:02            3      1366      3.24      2.69      2.01         0
17:43:03            2      1363      3.24      2.69      2.01         0
17:43:04            3      1363      3.30      2.71      2.02         0
17:43:05            3      1363      3.30      2.71      2.02         0
17:43:06            8      1363      3.30      2.71      2.02         0
17:43:07            5      1371      3.30      2.71      2.02         0
17:43:08            2      1363      3.30      2.71      2.02         0
17:43:09            3      1363      3.27      2.71      2.03         0
17:43:10            3      1363      3.27      2.71      2.03         0
17:43:11            4      1363      3.27      2.71      2.03         0
17:43:12            5      1366      3.27      2.71      2.03         0
17:43:13            4      1363      3.27      2.71      2.03         0
17:43:14            4      1363      3.25      2.72      2.03         0
17:43:15            3      1363      3.25      2.72      2.03         0
17:43:16            3      1363      3.25      2.72      2.03         0
17:43:17            8      1390      3.25      2.72      2.03         0
17:43:18           10      1373      3.25      2.72      2.03         0
17:43:19            2      1363      3.15      2.71      2.03         0
17:43:20            2      1363      3.15      2.71      2.03         0
17:43:21            5      1363      3.15      2.71      2.03         0
17:43:22            4      1366      3.15      2.71      2.03         0
17:43:23            4      1363      3.15      2.71      2.03         0
17:43:24            2      1363      3.14      2.71      2.04         0
17:43:25            3      1363      3.14      2.71      2.04         0
17:43:26            3      1363      3.14      2.71      2.04         0
17:43:27            5      1366      3.14      2.71      2.04         0
17:43:28            3      1363      3.14      2.71      2.04         0
17:43:29            3      1363      3.13      2.72      2.04         0
17:43:30            2      1363      3.13      2.72      2.04         0
17:43:31            3      1363      3.13      2.72      2.04         0
17:43:32            6      1366      3.13      2.72      2.04         0
17:43:33            2      1363      3.13      2.72      2.04         0
17:43:34            3      1363      3.28      2.75      2.06         0
17:43:35            5      1363      3.28      2.75      2.06         0
17:43:36            4      1363      3.28      2.75      2.06         0
17:43:37            4      1366      3.28      2.75      2.06         0
17:43:38            2      1363      3.28      2.75      2.06         0
17:43:39            4      1363      3.18      2.74      2.06         0
17:43:40            3      1363      3.18      2.74      2.06         0
17:43:41            3      1362      3.18      2.74      2.06         0
17:43:42            3      1365      3.18      2.74      2.06         0
17:43:43            3      1362      3.18      2.74      2.06         0
17:43:44            4      1362      3.16      2.75      2.07         0
17:43:45            3      1362      3.16      2.75      2.07         0
17:43:46            2      1362      3.16      2.75      2.07         0
17:43:47            4      1365      3.16      2.75      2.07         0
17:43:48            4      1363      3.16      2.75      2.07         0
17:43:49            6      1363      3.55      2.83      2.10         0
17:43:50            5      1363      3.55      2.83      2.10         0
17:43:51            1      1363      3.55      2.83      2.10         0
17:43:52            3      1366      3.55      2.83      2.10         0
17:43:53            3      1363      3.55      2.83      2.10         0
17:43:54            6      1363      3.50      2.84      2.10         0
17:43:55            3      1363      3.50      2.84      2.10         0
17:43:56            1      1363      3.50      2.84      2.10         0
17:43:57            2      1365      3.50      2.84      2.10         0
17:43:58            1      1362      3.50      2.84      2.10         0
17:43:59            2      1362      3.46      2.84      2.11         0
17:44:00            6      1362      3.46      2.84      2.11         0
17:44:01            2      1362      3.46      2.84      2.11         0
17:44:02            3      1365      3.46      2.84      2.11         0
17:44:03            4      1362      3.46      2.84      2.11         0
17:44:04            3      1362      3.43      2.84      2.11         0
17:44:05            2      1362      3.43      2.84      2.11         0
17:44:06            4      1362      3.43      2.84      2.11         0
17:44:07            2      1365      3.43      2.84      2.11         0
17:44:08            8      1384      3.43      2.84      2.11         0
17:44:09            3      1362      3.23      2.81      2.11         0
17:44:10            3      1362      3.23      2.81      2.11         0
17:44:11            3      1362      3.23      2.81      2.11         0
17:44:12            7      1365      3.23      2.81      2.11         0
17:44:13            5      1376      3.23      2.81      2.11         0
17:44:14            3      1362      3.13      2.80      2.11         0
17:44:15            4      1362      3.13      2.80      2.11         0
17:44:16            2      1362      3.13      2.80      2.11         0
17:44:17            4      1365      3.13      2.80      2.11         0
17:44:18            3      1362      3.13      2.80      2.11         0
17:44:19            1      1362      3.28      2.83      2.12         0
17:44:20            4      1362      3.28      2.83      2.12         0
17:44:21            3      1362      3.28      2.83      2.12         0
17:44:22            4      1365      3.28      2.83      2.12         0
17:44:23            6      1370      3.28      2.83      2.12         0
17:44:24            4      1362      3.18      2.82      2.12         0
17:44:25            3      1362      3.18      2.82      2.12         0
17:44:26            5      1362      3.18      2.82      2.12         0
17:44:27            3      1365      3.18      2.82      2.12         0
17:44:28            3      1362      3.18      2.82      2.12         0
17:44:29            3      1365      3.65      2.92      2.16         0
17:44:30            2      1362      3.65      2.92      2.16         0
17:44:31            3      1362      3.65      2.92      2.16         0
17:44:32            2      1365      3.65      2.92      2.16         0
17:44:33            2      1362      3.65      2.92      2.16         0
17:44:34            2      1362      3.75      2.96      2.17         0
17:44:35            2      1362      3.75      2.96      2.17         0
17:44:36            1      1362      3.75      2.96      2.17         0
17:44:37            3      1365      3.75      2.96      2.17         0
17:44:38            4      1362      3.75      2.96      2.17         0
17:44:39            6      1372      3.77      2.97      2.18         0
17:44:40            1      1362      3.77      2.97      2.18         0
17:44:41            3      1362      3.77      2.97      2.18         0
17:44:42            5      1365      3.77      2.97      2.18         0
17:44:43            2      1362      3.77      2.97      2.18         0
17:44:44            4      1362      3.71      2.98      2.19         0
17:44:45            3      1362      3.71      2.98      2.19         0
17:44:46            1      1362      3.71      2.98      2.19         0
17:44:47            2      1365      3.71      2.98      2.19         0
17:44:48            3      1362      3.71      2.98      2.19         0
17:44:49            2      1362      3.74      2.99      2.20         0
17:44:50            3      1362      3.74      2.99      2.20         0
17:44:51            5      1362      3.74      2.99      2.20         0
17:44:52            6      1365      3.74      2.99      2.20         0
17:44:53            4      1362      3.74      2.99      2.20         0
17:44:54            2      1362      3.68      2.99      2.20         0
17:44:55            3      1362      3.68      2.99      2.20         0
17:44:56            2      1362      3.68      2.99      2.20         0
17:44:57            1      1365      3.68      2.99      2.20         0
17:44:58            3      1362      3.68      2.99      2.20         0
17:44:59            4      1362      3.86      3.04      2.22         0
17:45:00            3      1362      3.86      3.04      2.22         0
17:45:01            4      1361      3.86      3.04      2.22         0
17:45:02            1      1364      3.86      3.04      2.22         0
17:45:03            1      1361      3.86      3.04      2.22         0
17:45:04            3      1361      3.55      2.99      2.21         0
17:45:05            2      1361      3.55      2.99      2.21         0
17:45:06            2      1361      3.55      2.99      2.21         0
17:45:07            6      1364      3.55      2.99      2.21         0
17:45:08            1      1361      3.55      2.99      2.21         0
17:45:09            6      1405      3.43      2.98      2.21         0
17:45:10            0      1361      3.43      2.98      2.21         0
17:45:11            2      1361      3.43      2.98      2.21         0
17:45:12            0      1364      3.43      2.98      2.21         0
17:45:13            2      1361      3.43      2.98      2.21         0
17:45:14            2      1361      3.56      3.01      2.22         0
17:45:15            1      1361      3.56      3.01      2.22         0
17:45:16            3      1361      3.56      3.01      2.22         0
17:45:17            2      1364      3.56      3.01      2.22         0
17:45:18            2      1361      3.56      3.01      2.22         0
17:45:19            1      1361      3.51      3.01      2.23         0
17:45:20            2      1361      3.51      3.01      2.23         0
17:45:21            3      1361      3.51      3.01      2.23         0
17:45:22            3      1364      3.51      3.01      2.23         0
17:45:23            3      1361      3.51      3.01      2.23         0
17:45:24            3      1361      3.31      2.98      2.22         0
17:45:25            2      1361      3.31      2.98      2.22         0
17:45:26            1      1362      3.31      2.98      2.22         0
17:45:27            4      1365      3.31      2.98      2.22         0
17:45:28            2      1362      3.31      2.98      2.22         0
17:45:29            2      1362      3.12      2.94      2.21         0
17:45:30            1      1362      3.12      2.94      2.21         0
17:45:31            5      1362      3.12      2.94      2.21         0
17:45:32            2      1365      3.12      2.94      2.21         0
17:45:33            1      1362      3.12      2.94      2.21         0
17:45:34            9      1377      2.87      2.89      2.20         0
17:45:35            6      1361      2.87      2.89      2.20         0
17:45:36            2      1361      2.87      2.89      2.20         0
17:45:37            3      1364      2.87      2.89      2.20         0
17:45:38            2      1361      2.87      2.89      2.20         0
17:45:39            3      1361      2.72      2.86      2.20         0
17:45:40            2      1361      2.72      2.86      2.20         0
17:45:41            2      1361      2.72      2.86      2.20         0
17:45:42            2      1364      2.72      2.86      2.20         0
17:45:43            2      1361      2.72      2.86      2.20         0
17:45:44            0      1361      2.75      2.86      2.20         0
17:45:45            1      1361      2.75      2.86      2.20         0
17:45:46            2      1361      2.75      2.86      2.20         0
17:45:47            9      1378      2.75      2.86      2.20         0
17:45:48            1      1361      2.75      2.86      2.20         0
17:45:49            5      1361      2.77      2.87      2.20         0
17:45:50           10      1381      2.77      2.87      2.20         0
17:45:51            2      1361      2.77      2.87      2.20         0
17:45:52            0      1364      2.77      2.87      2.20         0
17:45:53            1      1361      2.77      2.87      2.20         0
17:45:54            1      1361      2.70      2.85      2.20         0
17:45:55            4      1361      2.70      2.85      2.20         0
17:45:56            0      1361      2.70      2.85      2.20         0
17:45:57            0      1364      2.70      2.85      2.20         0
17:45:58            2      1361      2.70      2.85      2.20         0
17:45:59            4      1361      2.89      2.89      2.22         0
17:46:00            3      1361      2.89      2.89      2.22         0
